TruckID,AssignedDockPosition,start_loading_time,end_loading_time
3,2,5,5
6,2,10,10
9,2,15,15
8,3,5,5
10,4,5,5
2,4,10,10
4,4,15,16
5,5,5,5
7,5,10,10
1,6,5,6
