TruckID,AssignedDockPosition,start_loading_time,end_loading_time
1,1,5,5
3,2,5,5
6,2,10,10
9,3,5,5
2,4,5,6
4,5,5,5
5,5,10,10
7,5,15,15
8,5,20,20
