TruckID,AssignedDockPosition,start_loading_time,end_loading_time
5,1,5,5
6,1,10,10
2,2,5,5
4,2,10,10
8,2,15,15
1,3,5,5
3,3,10,10
7,3,15,15
9,3,20,20
T_extra_2_5320,3,25,26
