Instance,PopulationSize,CrossoverRate,MutationRate,AvgFitness,AvgTruckCost,AvgEnergyCost,AvgTime
30,60,0.9,0.01,3165.55,5081.0,1257.4,52.12348077297211
30,60,0.9,0.05,3165.5,5081.0,1289.1,55.31007795333862
30,60,0.9,0.08,3165.5,5081.0,1295.0,55.5230349779129
30,60,0.9,0.1,3165.5,5081.0,1307.2,55.52155981063843
8,30,0.4,0.01,1043.15,1821.0,269.3,6.510973238945008
8,30,0.4,0.05,1043.0,1821.0,268.7,7.422949719429016
8,30,0.4,0.08,1043.0,1821.0,287.0,7.645308303833008
8,30,0.4,0.1,1043.0,1821.0,286.7,7.769460272789002
8,30,0.6,0.01,1043.1,1821.0,269.3,6.536848425865173
8,30,0.6,0.05,1043.0,1821.0,268.4,7.486758351325989
8,30,0.6,0.08,1043.0,1821.0,293.3,7.7355443954467775
8,30,0.6,0.1,1043.0,1821.0,283.2,7.870153999328613
8,30,0.8,0.01,1043.05,1821.0,268.0,6.601146602630616
8,30,0.8,0.05,1043.0,1821.0,289.4,7.573027873039246
8,30,0.8,0.08,1043.0,1821.0,290.3,7.741746139526367
8,30,0.8,0.1,1043.0,1821.0,270.9,7.887731409072876
8,30,0.9,0.01,1043.1,1821.0,273.8,6.615689206123352
8,30,0.9,0.05,1043.0,1821.0,269.6,7.536335086822509
8,30,0.9,0.08,1043.0,1821.0,275.2,7.835124158859253
8,30,0.9,0.1,1043.0,1821.0,269.5,7.876453638076782
8,40,0.4,0.01,1043.2,1821.0,269.7,8.612259531021119
8,40,0.4,0.05,1043.0,1821.0,277.7,9.829665470123292
8,40,0.4,0.08,1043.0,1821.0,268.5,10.240231156349182
8,40,0.4,0.1,1043.0,1821.0,309.3,10.366993618011474
8,40,0.6,0.01,1042.9,1821.0,276.1,8.722817945480347
8,40,0.6,0.05,1042.8,1821.0,267.8,10.016825342178345
8,40,0.6,0.08,1043.0,1821.0,294.0,10.326643705368042
8,40,0.6,0.1,1043.0,1821.0,287.2,10.435082578659058
8,40,0.8,0.01,1041.95,1821.0,277.0,8.806898927688598
8,40,0.8,0.05,1043.0,1821.0,274.6,10.016585445404052
8,40,0.8,0.08,1043.0,1821.0,277.5,10.380459880828857
8,40,0.8,0.1,1043.0,1821.0,276.8,10.493199729919434
8,40,0.9,0.01,1043.15,1821.0,270.5,8.695576691627503
8,40,0.9,0.05,1043.0,1821.0,267.8,10.081190466880798
8,40,0.9,0.08,1043.0,1821.0,286.4,10.373191738128662
8,40,0.9,0.1,1043.0,1821.0,272.3,10.49271228313446
8,50,0.4,0.01,1043.05,1821.0,267.3,10.759810423851013
8,50,0.4,0.05,1043.0,1821.0,274.8,12.343931984901428
8,50,0.4,0.08,1043.0,1821.0,269.3,12.777108144760131
8,50,0.4,0.1,1043.0,1821.0,295.1,12.898958730697633
8,50,0.6,0.01,1043.0,1821.0,267.2,10.856971955299377
8,50,0.6,0.05,1043.0,1821.0,277.1,12.5188490152359
8,50,0.6,0.08,1043.0,1821.0,278.2,12.849789428710938
8,50,0.6,0.1,1043.0,1821.0,288.1,12.974842882156372
8,50,0.8,0.01,1043.15,1821.0,268.0,10.912943196296691
8,50,0.8,0.05,1043.0,1821.0,269.5,12.574229073524474
8,50,0.8,0.08,1043.0,1821.0,270.3,12.920610928535462
8,50,0.8,0.1,1043.0,1821.0,276.6,13.102476716041565
8,50,0.9,0.01,1043.1,1821.0,276.0,10.968583869934083
8,50,0.9,0.05,1043.0,1821.0,268.0,12.521882367134094
8,50,0.9,0.08,1043.0,1821.0,304.8,12.96371488571167
8,50,0.9,0.1,1043.0,1821.0,285.4,13.10743236541748
8,60,0.4,0.01,1043.05,1821.0,279.4,12.831694293022156
8,60,0.4,0.05,1043.0,1821.0,286.0,14.710011339187622
8,60,0.4,0.08,1043.0,1821.0,284.2,15.255279707908631
8,60,0.4,0.1,1043.0,1821.0,275.2,15.466801404953003
8,60,0.6,0.01,1043.05,1821.0,268.9,12.896209979057312
8,60,0.6,0.05,1043.0,1821.0,299.9,15.032523727416992
8,60,0.6,0.08,1043.0,1821.0,274.6,15.420033168792724
8,60,0.6,0.1,1043.0,1821.0,270.7,15.590798544883729
8,60,0.8,0.01,1043.0,1821.0,268.7,13.095694422721863
8,60,0.8,0.05,1043.0,1821.0,283.8,15.117374777793884
8,60,0.8,0.08,1043.0,1821.0,270.5,15.52435281276703
8,60,0.8,0.1,1043.0,1821.0,271.7,15.691347002983093
8,60,0.9,0.01,1043.1,1821.0,269.8,13.162952017784118
8,60,0.9,0.05,1043.0,1821.0,268.0,15.075554919242858
8,60,0.9,0.08,1043.0,1821.0,286.5,15.552942085266114
8,60,0.9,0.1,1043.0,1821.0,280.2,15.740920329093933
5,30,0.4,0.01,781.35,1869.9,207.3,4.76924877166748
5,30,0.4,0.05,802.45,1869.9,236.7,5.300319933891297
5,30,0.4,0.08,816.05,1944.2,214.1,5.488053870201111
5,30,0.4,0.1,764.25,1835.0,192.8,5.548676872253418
5,30,0.6,0.01,792.7,1909.3,205.4,4.750875067710877
5,30,0.6,0.05,782.45,1904.8,219.4,5.355608296394348
5,30,0.6,0.08,784.35,1869.9,240.6,5.486694240570069
5,30,0.6,0.1,794.3,1904.8,217.3,5.607739782333374
5,30,0.8,0.01,816.2,1835.0,196.0,4.7155921220779415
5,30,0.8,0.05,790.7,1835.0,223.4,5.376473140716553
5,30,0.8,0.08,794.9,1835.0,201.7,5.525695633888245
5,30,0.8,0.1,797.05,1835.0,214.3,5.6524128913879395
5,30,0.9,0.01,856.55,1869.9,220.4,4.824680471420288
5,30,0.9,0.05,821.9,1835.0,203.2,5.402581906318664
5,30,0.9,0.08,807.15,1835.0,205.4,5.596113705635071
5,30,0.9,0.1,791.05,1904.8,231.5,5.7520344972610475
5,40,0.4,0.01,790.25,1835.0,200.8,6.2330413341522215
5,40,0.4,0.05,833.6,1909.3,196.0,7.001714062690735
5,40,0.4,0.08,773.1,1904.8,230.7,7.233870601654052
5,40,0.4,0.1,808.25,1835.0,222.0,7.342106199264526
5,40,0.6,0.01,744.3,1869.9,209.7,6.372979354858399
5,40,0.6,0.05,790.45,1904.8,252.3,7.125003004074097
5,40,0.6,0.08,767.4,1869.9,228.0,7.3782302141189575
5,40,0.6,0.1,747.6,1904.8,230.1,7.483450508117675
5,40,0.8,0.01,769.75,1869.9,230.9,6.339106750488281
5,40,0.8,0.05,720.65,1869.9,230.9,7.040735960006714
5,40,0.8,0.08,778.4,1835.0,206.0,7.427306199073792
5,40,0.8,0.1,805.85,1835.0,213.7,7.540923404693603
5,40,0.9,0.01,773.3,1835.0,214.5,6.418369722366333
5,40,0.9,0.05,796.25,1909.3,207.4,7.246842694282532
5,40,0.9,0.08,857.0,1869.9,216.2,7.396120643615722
5,40,0.9,0.1,788.15,1869.9,235.4,7.537058639526367
5,50,0.4,0.01,737.7,1869.9,197.5,7.772595810890198
5,50,0.4,0.05,735.4,1979.1,223.7,8.72060317993164
5,50,0.4,0.08,749.2,1869.9,212.4,9.051275420188905
5,50,0.4,0.1,790.1,1983.6,216.0,9.132049918174744
5,50,0.6,0.01,786.7,1909.3,202.3,7.848274278640747
5,50,0.6,0.05,807.05,1944.2,219.1,8.770441246032714
5,50,0.6,0.08,809.1,1983.6,207.5,9.098081374168396
5,50,0.6,0.1,799.25,1904.8,223.8,9.213944053649902
5,50,0.8,0.01,793.55,1835.0,202.8,7.94586443901062
5,50,0.8,0.05,762.95,1869.9,209.3,8.90463125705719
5,50,0.8,0.08,820.0,1909.3,217.7,9.146906614303589
5,50,0.8,0.1,766.7,1909.3,201.2,9.31489634513855
5,50,0.9,0.01,788.85,1904.8,231.9,7.83074848651886
5,50,0.9,0.05,793.95,1979.1,217.8,8.88477807044983
5,50,0.9,0.08,694.7,1835.0,212.9,9.382845783233643
5,50,0.9,0.1,799.35,1944.2,214.0,9.637017965316772
5,60,0.4,0.01,760.1,2018.5,222.9,9.271809387207032
5,60,0.4,0.05,720.6,1979.1,232.3,10.289618372917175
5,60,0.4,0.08,797.65,1904.8,229.4,10.818154621124268
5,60,0.4,0.1,784.4,2048.9,232.7,10.929268550872802
5,60,0.6,0.01,791.95,1904.8,232.4,9.309960746765137
5,60,0.6,0.05,753.55,1909.3,216.4,10.57359700202942
5,60,0.6,0.08,737.75,1835.0,228.9,10.989170098304749
5,60,0.6,0.1,736.95,1869.9,231.6,11.093563437461853
5,60,0.8,0.01,723.55,1869.9,217.3,9.569520902633666
5,60,0.8,0.05,737.7,1909.3,211.1,10.580610847473144
5,60,0.8,0.08,767.45,1939.7,221.6,11.107834482192994
5,60,0.8,0.1,792.3,1869.9,230.4,11.117982578277587
5,60,0.9,0.01,746.75,1869.9,208.8,9.570539689064026
5,60,0.9,0.05,720.7,1904.8,229.7,10.589522361755371
5,60,0.9,0.08,742.7,1835.0,221.3,10.989078998565674
5,60,0.9,0.1,712.75,1869.9,222.8,11.170427656173706
12,30,0.4,0.01,1972.05,3801.9,494.3,12.434236121177673
12,30,0.4,0.05,1949.9,3836.6,480.0,11.118253231048584
12,30,0.4,0.08,1988.6,3733.1,476.2,11.352542781829834
12,30,0.4,0.1,1949.9,3733.1,474.1,14.343500518798828
12,30,0.6,0.01,1999.3,3807.2,526.1,9.699721932411194
12,30,0.6,0.05,2029.5,3699.0,460.0,10.912567639350891
12,30,0.6,0.08,2018.0,3767.8,497.6,11.558844566345215
12,30,0.6,0.1,1950.15,3900.1,549.3,11.712499165534973
12,30,0.8,0.01,1968.5,3767.8,466.7,9.78945858478546
12,30,0.8,0.05,2018.6,3767.8,480.9,11.070693278312683
12,30,0.8,0.08,2032.3,3767.8,469.4,11.580753922462463
12,30,0.8,0.1,1998.05,3738.4,520.6,11.808493661880494
12,30,0.9,0.01,2030.25,3699.0,469.6,9.810042452812194
12,30,0.9,0.05,2015.65,3699.0,471.9,11.2274400472641
12,30,0.9,0.08,2012.95,3663.1,452.9,16.635888719558714
12,30,0.9,0.1,2011.9,3699.0,520.2,11.785714697837829
12,40,0.4,0.01,1986.05,3830.7,470.6,12.89028353691101
12,40,0.4,0.05,2012.3,3699.0,457.9,22.188120913505553
12,40,0.4,0.08,1999.0,3876.0,504.5,15.215106630325318
12,40,0.4,0.1,1994.6,3699.0,486.1,15.447323393821716
12,40,0.6,0.01,1947.7,3807.2,512.0,13.0637775182724
12,40,0.6,0.05,1977.15,3693.1,459.9,18.385702109336854
12,40,0.6,0.08,2000.0,3767.2,490.3,18.657863163948058
12,40,0.6,0.1,1952.25,3693.1,498.1,19.052153062820434
12,40,0.8,0.01,1993.3,3767.8,481.9,12.867592763900756
12,40,0.8,0.05,1968.0,3796.6,496.8,16.286105942726135
12,40,0.8,0.08,1988.95,3807.2,502.8,17.62642936706543
12,40,0.8,0.1,1927.5,3767.8,489.7,15.579847383499146
12,40,0.9,0.01,1921.7,3900.1,532.9,16.683296704292296
12,40,0.9,0.05,1968.25,3767.8,481.6,14.811513304710388
12,40,0.9,0.08,1920.3,3796.6,488.0,15.42485694885254
12,40,0.9,0.1,1967.8,3699.0,476.7,15.729160833358765
12,50,0.4,0.01,1951.5,3767.8,470.6,15.82848904132843
12,50,0.4,0.05,1951.75,3733.1,480.1,18.151539611816407
12,50,0.4,0.08,1922.6,3830.7,501.8,19.008072304725648
12,50,0.4,0.1,1954.1,3807.2,494.9,19.164575219154358
12,50,0.6,0.01,1962.45,3933.6,545.6,16.023714232444764
12,50,0.6,0.05,2027.5,3767.8,503.0,18.35728304386139
12,50,0.6,0.08,1990.8,3836.6,550.6,19.091276431083678
12,50,0.6,0.1,1962.65,3830.7,484.8,23.976310110092165
12,50,0.8,0.01,1971.2,3767.8,499.4,16.115141820907592
12,50,0.8,0.05,1995.65,3831.3,486.4,21.320974349975586
12,50,0.8,0.08,1990.05,3826.0,517.9,19.321332597732543
12,50,0.8,0.1,1947.9,3831.3,504.1,23.99223964214325
12,50,0.9,0.01,1955.75,3807.2,493.6,16.29670331478119
12,50,0.9,0.05,1975.15,3767.8,457.8,18.451105856895445
12,50,0.9,0.08,1943.95,3836.6,534.8,19.486102247238158
12,50,0.9,0.1,1945.1,3767.8,511.8,20.462508392333984
12,60,0.4,0.01,1939.35,3870.7,514.2,18.871771359443663
12,60,0.4,0.05,1938.55,3836.0,493.8,21.895698857307433
12,60,0.4,0.08,1945.4,3796.0,510.5,22.887620282173156
12,60,0.4,0.1,1947.7,3767.8,499.7,33.68553562164307
12,60,0.6,0.01,1981.6,3934.2,522.0,19.450856852531434
12,60,0.6,0.05,1972.4,3737.8,469.0,31.822700452804565
12,60,0.6,0.08,1972.95,3865.4,497.3,22.82224009037018
12,60,0.6,0.1,1966.6,3699.0,480.9,28.357855319976807
12,60,0.8,0.01,1926.9,3841.3,500.1,19.39959325790405
12,60,0.8,0.05,1933.1,3767.8,474.0,22.054812955856324
12,60,0.8,0.08,1917.1,3767.2,502.3,27.62631175518036
12,60,0.8,0.1,1938.55,3767.8,484.6,23.333338952064516
12,60,0.9,0.01,1981.45,3699.0,456.3,22.778059124946594
12,60,0.9,0.05,1949.4,3836.0,526.5,27.282940769195555
12,60,0.9,0.08,1893.8,3876.0,530.4,23.47781138420105
12,60,0.9,0.1,1932.15,3767.8,518.2,23.606462001800537
10,30,0.4,0.01,962.5,1588.0,342.8,8.425100755691528
10,30,0.4,0.05,962.5,1588.0,346.8,9.564797043800354
10,30,0.4,0.08,962.5,1588.0,356.8,9.832868385314942
10,30,0.4,0.1,962.5,1588.0,350.8,9.927881145477295
10,30,0.6,0.01,962.5,1588.0,343.0,8.589417266845704
10,30,0.6,0.05,962.5,1588.0,343.2,9.705756020545959
10,30,0.6,0.08,962.5,1588.0,378.2,9.896607518196106
10,30,0.6,0.1,962.5,1588.0,379.2,9.951976084709168
10,30,0.8,0.01,962.5,1588.0,343.4,8.544805693626405
10,30,0.8,0.05,962.5,1588.0,357.0,9.723565602302552
10,30,0.8,0.08,962.5,1588.0,365.8,9.91212065219879
10,30,0.8,0.1,962.5,1588.0,348.4,9.973627710342408
10,30,0.9,0.01,962.5,1588.0,356.4,8.71406011581421
10,30,0.9,0.05,962.5,1588.0,343.6,9.727338123321534
10,30,0.9,0.08,962.5,1588.0,371.2,9.94997763633728
10,30,0.9,0.1,962.5,1588.0,361.4,10.013609313964844
10,40,0.4,0.01,962.5,1588.0,341.2,11.258759450912475
10,40,0.4,0.05,962.5,1588.0,353.4,12.711069869995118
10,40,0.4,0.08,962.5,1588.0,342.0,13.068699169158936
10,40,0.4,0.1,962.5,1588.0,360.0,13.141611003875733
10,40,0.6,0.01,962.5,1588.0,341.6,11.283894443511963
10,40,0.6,0.05,962.5,1588.0,342.0,12.861998414993286
10,40,0.6,0.08,962.5,1588.0,387.8,13.154724860191346
10,40,0.6,0.1,962.5,1588.0,366.0,13.227642107009888
10,40,0.8,0.01,962.5,1588.0,345.6,11.499634218215942
10,40,0.8,0.05,962.5,1588.0,359.4,12.985544061660766
10,40,0.8,0.08,962.5,1588.0,393.8,13.193799757957459
10,40,0.8,0.1,962.5,1588.0,354.2,13.251657366752625
10,40,0.9,0.01,962.5,1588.0,342.4,11.438649940490723
10,40,0.9,0.05,962.5,1588.0,342.6,12.93342990875244
10,40,0.9,0.08,962.5,1588.0,363.6,13.198893094062806
10,40,0.9,0.1,962.5,1588.0,356.4,13.25793216228485
10,50,0.4,0.01,962.5,1588.0,341.4,14.037496113777161
10,50,0.4,0.05,962.5,1588.0,367.2,15.83289110660553
10,50,0.4,0.08,962.5,1588.0,354.6,16.25812633037567
10,50,0.4,0.1,962.5,1588.0,346.2,16.47046842575073
10,50,0.6,0.01,962.5,1588.0,343.2,14.319174528121948
10,50,0.6,0.05,962.5,1588.0,342.8,16.10832724571228
10,50,0.6,0.08,962.5,1588.0,365.6,16.333978009223937
10,50,0.6,0.1,962.5,1588.0,366.6,16.48341295719147
10,50,0.8,0.01,962.5,1588.0,343.4,14.304113388061523
10,50,0.8,0.05,962.5,1588.0,374.8,16.183642983436584
10,50,0.8,0.08,962.5,1588.0,343.8,16.453413343429567
10,50,0.8,0.1,962.5,1588.0,364.8,16.537446689605712
10,50,0.9,0.01,962.5,1588.0,343.6,14.426034808158875
10,50,0.9,0.05,962.5,1588.0,350.6,16.201850128173827
10,50,0.9,0.08,962.5,1588.0,342.6,16.42624056339264
10,50,0.9,0.1,962.5,1588.0,381.6,16.523126816749574
10,60,0.4,0.01,962.5,1588.0,342.4,16.842602467536928
10,60,0.4,0.05,962.5,1588.0,345.0,19.028886198997498
10,60,0.4,0.08,962.5,1588.0,363.4,19.42452220916748
10,60,0.4,0.1,962.5,1588.0,370.0,19.62548449039459
10,60,0.6,0.01,962.5,1588.0,344.6,16.878028416633605
10,60,0.6,0.05,962.5,1588.0,343.0,19.218274235725403
10,60,0.6,0.08,962.5,1588.0,355.4,19.63751049041748
10,60,0.6,0.1,962.5,1588.0,358.6,19.69056158065796
10,60,0.8,0.01,962.5,1588.0,354.0,16.967832159996032
10,60,0.8,0.05,962.5,1588.0,350.8,19.34636194705963
10,60,0.8,0.08,962.5,1588.0,381.0,19.675365233421324
10,60,0.8,0.1,962.5,1588.0,361.0,19.784923315048218
10,60,0.9,0.01,962.5,1588.0,344.8,17.234150218963624
10,60,0.9,0.05,962.5,1588.0,358.6,19.469074869155882
10,60,0.9,0.08,962.5,1588.0,357.0,19.743100881576538
10,60,0.9,0.1,962.5,1588.0,355.2,19.807045030593873
9,30,0.4,0.01,1317.35,2429.9,362.0,8.026670694351196
9,30,0.4,0.05,1331.25,2331.0,356.9,8.953373646736145
9,30,0.4,0.08,1321.2,2331.0,358.8,9.186312079429626
9,30,0.4,0.1,1333.75,2331.0,350.0,9.260241603851318
9,30,0.6,0.01,1333.65,2377.6,359.1,7.987823867797852
9,30,0.6,0.05,1320.85,2377.6,364.9,9.026131582260131
9,30,0.6,0.08,1324.6,2331.0,351.7,9.207606768608093
9,30,0.6,0.1,1320.45,2497.0,374.2,9.288804054260254
9,30,0.8,0.01,1308.45,2377.6,373.1,8.11196734905243
9,30,0.8,0.05,1315.55,2377.6,375.9,9.146354126930238
9,30,0.8,0.08,1329.25,2331.0,350.0,9.283803176879882
9,30,0.8,0.1,1326.75,2331.0,351.8,9.322880816459655
9,30,0.9,0.01,1340.5,2331.0,350.0,7.949964570999145
9,30,0.9,0.05,1325.4,2331.0,355.3,9.026785588264465
9,30,0.9,0.08,1324.95,2331.0,367.6,9.322339844703674
9,30,0.9,0.1,1340.5,2331.0,350.0,9.326648044586182
9,40,0.4,0.01,1300.5,2476.5,358.3,10.56255395412445
9,40,0.4,0.05,1338.85,2383.3,370.0,11.824138736724853
9,40,0.4,0.08,1317.3,2429.9,364.8,12.161295294761658
9,40,0.4,0.1,1332.6,2398.1,359.0,12.248848009109498
9,40,0.6,0.01,1333.6,2429.9,356.0,10.54162266254425
9,40,0.6,0.05,1336.95,2331.0,350.0,11.942604613304137
9,40,0.6,0.08,1340.5,2331.0,350.0,12.177113890647888
9,40,0.6,0.1,1336.45,2398.1,364.2,12.344546031951904
9,40,0.8,0.01,1308.9,2377.6,350.8,10.696895551681518
9,40,0.8,0.05,1326.8,2331.0,350.0,12.01286518573761
