Instance,PopulationSize,CrossoverRate,MutationRate,AvgFitness,AvgTruckCost,AvgEnergyCost,AvgTime
9,40,0.8,0.08,1325.3,2331.0,358.6,12.314259552955628
9,40,0.8,0.1,1316.3,2331.0,353.7,12.38711063861847
9,40,0.9,0.01,1333.85,2331.0,350.0,10.726533436775208
9,40,0.9,0.05,1320.05,2377.6,360.9,12.117936778068543
9,40,0.9,0.08,1337.4,2424.2,360.1,12.337196159362794
9,40,0.9,0.1,1324.75,2331.0,355.9,12.393787097930907
9,50,0.4,0.01,1326.55,2377.6,358.9,13.11663739681244
9,50,0.4,0.05,1327.45,2331.0,350.0,14.706808304786682
9,50,0.4,0.08,1330.05,2331.0,357.3,15.091301560401917
9,50,0.4,0.1,1335.35,2331.0,352.8,15.2543701171875
9,50,0.6,0.01,1312.95,2331.0,350.0,13.239095067977905
9,50,0.6,0.05,1305.35,2444.7,384.2,14.960460376739501
9,50,0.6,0.08,1322.9,2331.0,350.0,15.253195214271546
9,50,0.6,0.1,1323.0,2377.6,371.4,15.339329433441161
9,50,0.8,0.01,1309.3,2331.0,350.0,13.574774575233459
9,50,0.8,0.05,1310.35,2331.0,367.0,14.985779285430908
9,50,0.8,0.08,1311.35,2429.9,363.8,15.358012270927428
9,50,0.8,0.1,1321.8,2377.6,358.1,15.405822992324829
9,50,0.9,0.01,1316.95,2470.8,372.6,13.675299477577209
9,50,0.9,0.05,1328.05,2331.0,350.0,15.152543807029724
9,50,0.9,0.08,1313.3,2383.3,364.1,15.403804612159728
9,50,0.9,0.1,1329.8,2398.1,363.5,15.459450006484985
9,60,0.4,0.01,1272.45,2444.7,361.5,15.8902437210083
9,60,0.4,0.05,1335.3,2377.6,366.7,17.630774474143983
9,60,0.4,0.08,1317.2,2511.8,377.8,18.117356491088866
9,60,0.4,0.1,1312.2,2465.2,357.5,18.28481032848358
9,60,0.6,0.01,1303.75,2331.0,350.0,15.896121263504028
9,60,0.6,0.05,1312.55,2377.6,362.7,17.880376005172728
9,60,0.6,0.08,1326.7,2331.0,353.6,18.166441655158998
9,60,0.6,0.1,1306.35,2429.9,372.4,18.41166296005249
9,60,0.8,0.01,1323.25,2331.0,352.2,16.180031490325927
9,60,0.8,0.05,1334.55,2331.0,350.0,17.954081535339355
9,60,0.8,0.08,1291.45,2377.6,387.4,18.44086585044861
9,60,0.8,0.1,1323.2,2424.2,368.5,18.43113691806793
9,60,0.9,0.01,1325.15,2331.0,352.0,15.935440802574158
9,60,0.9,0.05,1324.4,2331.0,356.0,18.053509306907653
9,60,0.9,0.08,1310.8,2331.0,351.2,18.373189306259157
9,60,0.9,0.1,1324.6,2377.6,364.8,18.475752997398377
11,30,0.4,0.01,1129.0,1876.0,382.0,9.044047951698303
11,30,0.4,0.05,1129.0,1876.0,382.0,10.171076941490174
11,30,0.4,0.08,1129.0,1876.0,382.0,10.4312819480896
11,30,0.4,0.1,1129.0,1876.0,382.0,10.511195707321168
11,30,0.6,0.01,1129.0,1876.0,382.0,9.226787900924682
11,30,0.6,0.05,1129.0,1876.0,382.0,10.26785933971405
11,30,0.6,0.08,1129.0,1876.0,382.0,10.473187065124511
11,30,0.6,0.1,1129.0,1876.0,382.0,10.583538246154784
11,30,0.8,0.01,1129.0,1876.0,382.0,9.125783324241638
11,30,0.8,0.05,1129.0,1876.0,382.0,10.278946328163148
11,30,0.8,0.08,1129.0,1876.0,382.0,10.48808138370514
11,30,0.8,0.1,1129.0,1876.0,382.0,10.615252161026001
11,30,0.9,0.01,1129.0,1876.0,382.0,9.096973133087157
11,30,0.9,0.05,1129.0,1876.0,382.0,10.348393940925598
11,30,0.9,0.08,1129.0,1876.0,382.0,10.562936496734618
11,30,0.9,0.1,1129.0,1876.0,382.0,10.608417844772339
11,40,0.4,0.01,1129.0,1876.0,382.0,11.97645719051361
11,40,0.4,0.05,1129.0,1876.0,382.0,13.496270799636841
11,40,0.4,0.08,1129.0,1876.0,382.0,13.846591353416443
11,40,0.4,0.1,1129.0,1876.0,382.0,13.95391354560852
11,40,0.6,0.01,1129.0,1876.0,382.0,12.178248190879822
11,40,0.6,0.05,1115.55,1876.0,382.0,13.663850235939027
11,40,0.6,0.08,1129.0,1876.0,382.0,13.915834879875183
11,40,0.6,0.1,1129.0,1876.0,382.0,13.994295358657837
11,40,0.8,0.01,1129.0,1876.0,382.0,12.181299519538879
11,40,0.8,0.05,1129.0,1876.0,382.0,13.728639769554139
11,40,0.8,0.08,1129.0,1876.0,382.0,14.012861084938049
11,40,0.8,0.1,1129.0,1876.0,382.0,14.101028847694398
11,40,0.9,0.01,1129.0,1876.0,382.0,12.18012764453888
11,40,0.9,0.05,1129.0,1876.0,382.0,13.76734800338745
11,40,0.9,0.08,1129.0,1876.0,382.0,14.024417757987976
11,40,0.9,0.1,1129.0,1876.0,382.0,14.099260497093201
11,50,0.4,0.01,1129.0,1876.0,382.0,14.950474166870118
11,50,0.4,0.05,1129.0,1876.0,382.0,16.843247747421266
11,50,0.4,0.08,1129.0,1876.0,382.0,17.202580904960634
11,50,0.4,0.1,1129.0,1876.0,382.0,17.359986066818237
11,50,0.6,0.01,1129.0,1876.0,382.0,15.204056930541991
11,50,0.6,0.05,1129.0,1876.0,382.0,17.014422750473024
11,50,0.6,0.08,1129.0,1876.0,382.0,17.326863479614257
11,50,0.6,0.1,1129.0,1876.0,382.0,17.436859726905823
11,50,0.8,0.01,1129.0,1876.0,382.0,15.292947554588318
11,50,0.8,0.05,1129.0,1876.0,382.0,17.166495728492738
11,50,0.8,0.08,1129.0,1876.0,382.0,17.450465869903564
11,50,0.8,0.1,1129.0,1876.0,382.0,17.513491535186766
11,50,0.9,0.01,1129.0,1876.0,382.0,15.250529146194458
11,50,0.9,0.05,1129.0,1876.0,382.0,17.196638298034667
11,50,0.9,0.08,1129.0,1876.0,382.0,17.460829401016234
11,50,0.9,0.1,1129.0,1876.0,382.0,17.547703909873963
11,60,0.4,0.01,1129.0,1876.0,382.0,17.91549906730652
11,60,0.4,0.05,1129.0,1876.0,382.0,20.145003867149352
11,60,0.4,0.08,1129.0,1876.0,382.0,20.61854045391083
11,60,0.4,0.1,1129.0,1876.0,382.0,20.816186213493346
11,60,0.6,0.01,1117.05,1876.0,382.0,18.033553791046142
11,60,0.6,0.05,1129.0,1876.0,382.0,20.390545511245726
11,60,0.6,0.08,1129.0,1876.0,382.0,20.764909505844116
11,60,0.6,0.1,1129.0,1876.0,382.0,20.93353953361511
11,60,0.8,0.01,1114.95,1876.0,382.0,18.415355801582336
11,60,0.8,0.05,1129.0,1876.0,382.0,20.644812273979188
11,60,0.8,0.08,1129.0,1876.0,382.0,20.908386278152467
11,60,0.8,0.1,1129.0,1876.0,382.0,20.977309656143188
11,60,0.9,0.01,1129.0,1876.0,382.0,18.324403524398804
11,60,0.9,0.05,1129.0,1876.0,382.0,20.637209343910218
11,60,0.9,0.08,1129.0,1876.0,382.0,20.96078462600708
11,60,0.9,0.1,1129.0,1876.0,382.0,21.065593075752258
11,30,0.4,0.01,1192.95,2042.0,401.5,8.987018728256226
11,30,0.4,0.05,1221.0,2042.0,418.2,10.104961848258972
11,30,0.4,0.08,1221.0,2042.0,423.5,10.534095978736877
11,30,0.4,0.1,1219.95,2042.0,431.7,10.697163271903992
11,30,0.6,0.01,1221.0,2042.0,401.4,9.015995573997497
11,30,0.6,0.05,1221.0,2042.0,408.7,10.183806204795838
11,30,0.6,0.08,1221.05,2042.0,417.0,10.565420389175415
11,30,0.6,0.1,1220.1,2042.0,412.3,10.689650917053223
11,30,0.8,0.01,1221.25,2042.0,404.8,9.120169806480408
11,30,0.8,0.05,1211.95,2042.0,432.8,10.354504013061524
11,30,0.8,0.08,1210.6,2116.8,447.4,10.677337622642517
11,30,0.8,0.1,1219.0,2042.0,419.7,10.768672513961793
11,30,0.9,0.01,1205.7,2042.0,417.7,9.089124369621278
11,30,0.9,0.05,1221.05,2042.0,427.8,10.338271641731263
11,30,0.9,0.08,1206.75,2042.0,427.4,10.670540070533752
11,30,0.9,0.1,1221.0,2042.0,415.1,10.77874035835266
11,40,0.4,0.01,1218.55,2233.3,401.4,11.714286708831787
11,40,0.4,0.05,1221.0,2042.0,413.0,13.468522477149964
11,40,0.4,0.08,1199.85,2116.8,434.0,14.042829060554505
11,40,0.4,0.1,1209.05,2148.4,464.0,14.154261612892151
11,40,0.6,0.01,1203.85,2042.0,401.5,11.912955594062804
11,40,0.6,0.05,1207.6,2042.0,416.0,13.636952996253967
11,40,0.6,0.08,1202.0,2075.1,422.6,14.070672941207885
11,40,0.6,0.1,1209.05,2042.0,426.7,14.26713547706604
11,40,0.8,0.01,1220.55,2042.0,401.7,12.03949761390686
11,40,0.8,0.05,1211.35,2042.0,409.2,13.741388440132141
11,40,0.8,0.08,1198.7,2042.0,411.6,14.167661333084107
11,40,0.8,0.1,1203.25,2149.9,441.1,14.284813928604127
11,40,0.9,0.01,1221.15,2042.0,401.7,12.157095336914063
11,40,0.9,0.05,1221.0,2042.0,415.9,13.826404523849487
11,40,0.9,0.08,1221.0,2042.0,434.6,14.164762735366821
11,40,0.9,0.1,1155.9,2042.0,438.4,14.37207019329071
11,50,0.4,0.01,1191.35,2042.0,406.0,14.833945798873902
11,50,0.4,0.05,1221.0,2042.0,415.8,16.82680389881134
11,50,0.4,0.08,1212.6,2149.9,439.2,17.424104928970337
11,50,0.4,0.1,1207.95,2042.0,438.7,17.61629762649536
11,50,0.6,0.01,1189.65,2042.0,405.2,14.980764412879944
11,50,0.6,0.05,1209.3,2042.0,412.4,17.000858974456786
11,50,0.6,0.08,1192.8,2042.0,422.2,17.58996148109436
11,50,0.6,0.1,1203.7,2042.0,418.6,17.793713998794555
11,50,0.8,0.01,1216.8,2116.8,401.4,15.101502943038941
11,50,0.8,0.05,1194.2,2073.6,420.7,17.15166735649109
11,50,0.8,0.08,1213.35,2042.0,430.0,17.66144530773163
11,50,0.8,0.1,1207.75,2042.0,435.0,17.889855670928956
11,50,0.9,0.01,1214.7,2042.0,401.6,14.929717087745667
11,50,0.9,0.05,1210.0,2042.0,407.4,17.200922322273254
11,50,0.9,0.08,1204.85,2116.8,448.9,17.725681376457214
11,50,0.9,0.1,1206.1,2149.9,449.7,17.905464267730714
11,60,0.4,0.01,1194.7,2042.0,413.4,17.70769832134247
11,60,0.4,0.05,1221.0,2042.0,401.8,20.116468524932863
11,60,0.4,0.08,1221.0,2042.0,417.9,20.850275540351866
11,60,0.4,0.1,1221.0,2042.0,422.9,21.12954342365265
11,60,0.6,0.01,1221.1,2042.0,401.4,17.754152035713197
11,60,0.6,0.05,1220.65,2042.0,414.9,20.511433053016663
11,60,0.6,0.08,1204.1,2148.4,444.3,21.17285552024841
11,60,0.6,0.1,1191.4,2042.0,422.1,21.29387800693512
11,60,0.8,0.01,1215.45,2042.0,406.8,18.100511360168458
11,60,0.8,0.05,1213.75,2042.0,401.4,20.589882373809814
11,60,0.8,0.08,1213.15,2116.8,420.1,21.128098058700562
11,60,0.8,0.1,1184.9,2042.0,436.2,21.38330762386322
11,60,0.9,0.01,1219.95,2042.0,407.1,17.820232558250428
11,60,0.9,0.05,1221.0,2042.0,411.6,20.58932433128357
11,60,0.9,0.08,1221.0,2042.0,415.2,21.17553961277008
11,60,0.9,0.1,1213.5,2073.6,437.1,21.3875830411911
4,30,0.4,0.01,624.45,1645.6,139.3,3.9690640211105346
4,30,0.4,0.05,624.65,1542.0,125.7,4.3387223243713375
4,30,0.4,0.08,614.25,1542.0,135.0,4.517058801651001
4,30,0.4,0.1,581.2,1593.8,126.4,4.671706628799439
4,30,0.6,0.01,642.9,1542.0,124.4,4.0006472826004025
4,30,0.6,0.05,643.8,1593.8,136.9,4.376526927947998
4,30,0.6,0.08,674.4,1542.0,138.4,4.54979305267334
4,30,0.6,0.1,563.15,1593.8,135.4,4.6621499300003055
4,30,0.8,0.01,641.3,1542.0,129.8,4.08462975025177
4,30,0.8,0.05,634.45,1542.0,140.0,4.459101843833923
4,30,0.8,0.08,612.8,1593.8,147.5,4.635465407371521
4,30,0.8,0.1,642.1,1542.0,130.3,4.720592403411866
4,30,0.9,0.01,631.95,1542.0,127.5,4.026946926116944
4,30,0.9,0.05,603.55,1542.0,140.1,4.440958166122437
4,30,0.9,0.08,613.05,1542.0,133.8,4.775252842903138
4,30,0.9,0.1,639.55,1593.8,136.9,4.729293942451477
4,40,0.4,0.01,502.1,1593.8,139.4,5.336289429664612
4,40,0.4,0.05,636.25,1542.0,142.9,5.726437759399414
4,40,0.4,0.08,622.2,1542.0,117.2,5.952821946144104
4,40,0.4,0.1,630.2,1542.0,136.1,6.082848691940308
4,40,0.6,0.01,587.5,1645.6,121.2,5.292971515655518
4,40,0.6,0.05,589.8,1542.0,132.8,5.834884762763977
4,40,0.6,0.08,610.15,1593.8,127.0,5.987169456481934
4,40,0.6,0.1,559.6,1697.4,148.0,6.139048838615418
4,40,0.8,0.01,618.55,1542.0,124.5,5.338055491447449
4,40,0.8,0.05,623.25,1542.0,114.4,5.872301530838013
4,40,0.8,0.08,594.35,1542.0,130.9,6.067935752868652
4,40,0.8,0.1,635.4,1542.0,124.5,6.163112664222718
4,40,0.9,0.01,614.55,1542.0,125.1,5.424239754676819
4,40,0.9,0.05,575.85,1542.0,154.3,5.937184810638428
4,40,0.9,0.08,564.25,1593.8,146.7,6.187468123435974
4,40,0.9,0.1,615.55,1542.0,135.9,6.161685347557068
4,50,0.4,0.01,567.25,1542.0,131.0,6.550058197975159
4,50,0.4,0.05,582.05,1593.8,139.4,7.171875214576721
4,50,0.4,0.08,579.4,1593.8,147.6,7.466347074508667
4,50,0.4,0.1,531.95,1645.6,135.3,7.5589028120040895
4,50,0.6,0.01,588.4,1542.0,144.8,6.559283924102783
4,50,0.6,0.05,578.0,1542.0,144.8,7.19329719543457
4,50,0.6,0.08,569.2,1542.0,147.6,7.471770405769348
4,50,0.6,0.1,593.35,1593.8,134.6,7.605964422225952
4,50,0.8,0.01,574.9,1542.0,127.1,6.6584056377410885
4,50,0.8,0.05,597.7,1542.0,136.4,7.177011752128601
4,50,0.8,0.08,575.15,1542.0,148.7,7.4952480554580685
4,50,0.8,0.1,576.9,1593.8,146.1,7.7779367685317995
4,50,0.9,0.01,561.4,1542.0,127.0,6.758982849121094
4,50,0.9,0.05,514.05,1542.0,122.6,7.34569902420044
4,50,0.9,0.08,533.35,1542.0,145.9,7.7338673114776615
4,50,0.9,0.1,554.9,1593.8,126.9,7.771078944206238
4,60,0.4,0.01,603.35,1593.8,127.3,7.852081036567688
4,60,0.4,0.05,593.1,1542.0,130.1,8.474176263809204
4,60,0.4,0.08,566.75,1593.8,127.0,8.953293561935425
4,60,0.4,0.1,574.95,1542.0,147.0,9.006239938735963
4,60,0.6,0.01,563.5,1593.8,146.0,7.910174417495727
4,60,0.6,0.05,556.45,1542.0,139.9,8.604930424690247
4,60,0.6,0.08,572.2,1593.8,145.3,8.965773248672486
4,60,0.6,0.1,581.6,1645.6,136.9,9.12954580783844
4,60,0.8,0.01,551.4,1542.0,148.8,8.049142336845398
4,60,0.8,0.05,623.55,1593.8,123.7,8.776064443588258
4,60,0.8,0.08,574.1,1645.6,128.3,8.999700140953063
4,60,0.8,0.1,568.15,1542.0,130.5,9.130022287368774
4,60,0.9,0.01,585.65,1542.0,118.9,7.9942978620529175
4,60,0.9,0.05,574.4,1542.0,131.3,8.596117615699768
4,60,0.9,0.08,599.2,1593.8,144.6,8.988821339607238
4,60,0.9,0.1,601.3,1542.0,137.8,9.164866280555724
11,30,0.4,0.01,797.5,1276.0,319.0,9.134822845458984
11,30,0.4,0.05,797.5,1276.0,319.0,10.186312866210937
11,30,0.4,0.08,797.5,1276.0,319.0,10.471906781196594
11,30,0.4,0.1,797.5,1276.0,319.0,10.528857946395874
11,30,0.6,0.01,797.5,1276.0,319.0,9.08511426448822
11,30,0.6,0.05,797.5,1276.0,319.0,10.3023291349411
11,30,0.6,0.08,797.5,1276.0,319.0,10.552409195899964
11,30,0.6,0.1,797.5,1276.0,319.0,10.61508948802948
11,30,0.8,0.01,797.5,1276.0,319.0,9.286875939369201
11,30,0.8,0.05,797.5,1276.0,319.0,10.392070126533508
11,30,0.8,0.08,797.5,1276.0,319.0,10.586055469512939
11,30,0.8,0.1,797.5,1276.0,319.0,10.60662031173706
11,30,0.9,0.01,797.5,1276.0,319.0,9.293720626831055
11,30,0.9,0.05,797.5,1276.0,319.0,10.456705832481385
11,30,0.9,0.08,797.5,1276.0,319.0,10.57322187423706
11,30,0.9,0.1,797.5,1276.0,319.0,10.616510820388793
11,40,0.4,0.01,797.5,1276.0,319.0,11.976048922538757
11,40,0.4,0.05,797.5,1276.0,319.0,13.54581105709076
11,40,0.4,0.08,797.5,1276.0,319.0,13.914269137382508
11,40,0.4,0.1,797.5,1276.0,319.0,13.987840867042541
11,40,0.6,0.01,797.5,1276.0,319.0,12.284892773628235
11,40,0.6,0.05,797.5,1276.0,319.0,13.740153861045837
11,40,0.6,0.08,797.5,1276.0,319.0,13.954361248016358
11,40,0.6,0.1,797.5,1276.0,319.0,14.03436508178711
11,40,0.8,0.01,797.5,1276.0,319.0,12.222414207458495
11,40,0.8,0.05,797.5,1276.0,319.0,13.780400514602661
11,40,0.8,0.08,797.5,1276.0,319.0,14.021087884902954
11,40,0.8,0.1,797.5,1276.0,319.0,14.083691906929015
11,40,0.9,0.01,797.5,1276.0,319.0,12.238102984428405
11,40,0.9,0.05,797.5,1276.0,319.0,13.828553771972656
11,40,0.9,0.08,797.5,1276.0,319.0,14.056702613830566
11,40,0.9,0.1,797.5,1276.0,319.0,14.082036924362182
11,50,0.4,0.01,797.5,1276.0,319.0,15.028422307968139
11,50,0.4,0.05,797.5,1276.0,319.0,16.90711667537689
11,50,0.4,0.08,797.5,1276.0,319.0,17.29183201789856
11,50,0.4,0.1,797.5,1276.0,319.0,17.43848297595978
11,50,0.6,0.01,797.5,1276.0,319.0,15.231568241119385
11,50,0.6,0.05,797.5,1276.0,319.0,17.13064308166504
11,50,0.6,0.08,797.5,1276.0,319.0,17.4420547246933
11,50,0.6,0.1,797.5,1276.0,319.0,17.532699489593504
11,50,0.8,0.01,797.5,1276.0,319.0,15.383695697784423
11,50,0.8,0.05,797.5,1276.0,319.0,17.188907861709595
11,50,0.8,0.08,797.5,1276.0,319.0,17.481530785560608
11,50,0.8,0.1,797.5,1276.0,319.0,17.577112436294556
11,50,0.9,0.01,797.5,1276.0,319.0,15.393786525726318
11,50,0.9,0.05,797.5,1276.0,319.0,17.25948576927185
11,50,0.9,0.08,797.5,1276.0,319.0,17.527059650421144
11,50,0.9,0.1,797.5,1276.0,319.0,17.616587591171264
11,60,0.4,0.01,797.5,1276.0,319.0,18.037199926376342
11,60,0.4,0.05,797.5,1276.0,319.0,20.30406014919281
11,60,0.4,0.08,797.5,1276.0,319.0,20.7094069480896
11,60,0.4,0.1,797.5,1276.0,319.0,20.896783185005187
11,60,0.6,0.01,797.5,1276.0,319.0,18.226516842842102
11,60,0.6,0.05,797.5,1276.0,319.0,20.479887533187867
11,60,0.6,0.08,797.5,1276.0,319.0,20.84806568622589
11,60,0.6,0.1,797.5,1276.0,319.0,20.960260772705077
11,60,0.8,0.01,797.5,1276.0,319.0,18.57408242225647
11,60,0.8,0.05,797.5,1276.0,319.0,20.628132152557374
11,60,0.8,0.08,797.5,1276.0,319.0,20.932225608825682
11,60,0.8,0.1,797.35,1276.0,338.9,21.029691767692565
11,60,0.9,0.01,797.5,1276.0,319.0,18.535336446762084
11,60,0.9,0.05,797.5,1276.0,319.0,20.63620843887329
11,60,0.9,0.08,797.5,1276.0,319.0,20.966728162765502
11,60,0.9,0.1,797.5,1276.0,319.0,21.06486768722534
4,30,0.4,0.01,546.6,1137.5,143.7,4.324403762817383
4,30,0.4,0.05,544.65,1096.0,143.4,4.5857185363769535
4,30,0.4,0.08,558.2,1096.0,136.0,4.79076771736145
4,30,0.4,0.1,548.5,1096.0,139.8,4.792600917816162
4,30,0.6,0.01,550.85,1096.0,136.0,4.0905131816864015
4,30,0.6,0.05,544.3,1205.6,146.9,4.737472081184388
4,30,0.6,0.08,547.4,1205.6,146.6,4.805523943901062
4,30,0.6,0.1,521.6,1315.2,166.4,4.909843373298645
4,30,0.8,0.01,568.35,1205.6,147.9,4.289662289619446
4,30,0.8,0.05,586.9,1096.0,136.0,4.84329571723938
4,30,0.8,0.08,473.15,1205.6,147.4,4.828117299079895
4,30,0.8,0.1,450.0,1247.1,152.8,4.972684216499329
4,30,0.9,0.01,583.1,1179.0,155.1,4.404292297363281
4,30,0.9,0.05,578.85,1096.0,136.8,4.660061955451965
4,30,0.9,0.08,557.6,1096.0,136.0,4.941395902633667
4,30,0.9,0.1,572.6,1179.0,153.3,4.834259867668152
4,40,0.4,0.01,497.9,1096.0,147.4,5.633659100532531
4,40,0.4,0.05,493.35,1096.0,136.2,5.972712516784668
4,40,0.4,0.08,504.3,1179.0,161.1,6.217422246932983
4,40,0.4,0.1,533.05,1179.0,139.7,6.308984971046447
4,40,0.6,0.01,550.9,1096.0,136.0,5.497839331626892
4,40,0.6,0.05,548.5,1096.0,140.8,6.075612998008728
4,40,0.6,0.08,501.25,1096.0,138.2,6.371641612052917
4,40,0.6,0.1,391.9,1179.0,149.5,6.739048600196838
4,40,0.8,0.01,536.4,1096.0,146.0,5.531463241577148
4,40,0.8,0.05,512.65,1096.0,137.6,6.251615881919861
4,40,0.8,0.08,537.2,1137.5,144.6,6.4353904008865355
4,40,0.8,0.1,548.6,1096.0,137.8,6.636010789871216
4,40,0.9,0.01,477.0,1179.0,140.2,5.81839804649353
4,40,0.9,0.05,537.95,1096.0,144.8,6.2463613986969
4,40,0.9,0.08,496.1,1096.0,136.0,6.823354935646057
4,40,0.9,0.1,529.8,1164.1,146.1,6.607201290130615
4,50,0.4,0.01,511.15,1137.5,136.5,7.051188349723816
4,50,0.4,0.05,570.15,1096.0,136.0,7.553761458396911
4,50,0.4,0.08,512.1,1096.0,142.0,7.769346165657043
4,50,0.4,0.1,563.75,1205.6,142.5,7.841319823265076
4,50,0.6,0.01,537.8,1164.1,143.3,7.36071743965149
4,50,0.6,0.05,440.85,1137.5,136.6,7.7864673137664795
4,50,0.6,0.08,489.15,1137.5,145.8,8.375989317893982
4,50,0.6,0.1,576.1,1096.0,136.0,8.107977485656738
4,50,0.8,0.01,526.95,1096.0,143.0,7.368774771690369
4,50,0.8,0.05,513.05,1096.0,146.6,7.70616888999939
4,50,0.8,0.08,453.1,1096.0,142.8,8.305187153816224
4,50,0.8,0.1,522.85,1137.5,133.5,8.327867913246155
4,50,0.9,0.01,526.1,1096.0,139.2,7.105184841156006
4,50,0.9,0.05,533.85,1096.0,136.8,8.447803092002868
4,50,0.9,0.08,513.6,1137.5,149.3,7.9763267040252686
4,50,0.9,0.1,508.35,1137.5,157.2,8.30477590560913
4,60,0.4,0.01,537.9,1164.1,140.0,8.211156630516053
4,60,0.4,0.05,480.45,1137.5,145.9,9.253820633888244
4,60,0.4,0.08,539.25,1096.0,140.0,9.344448661804199
4,60,0.4,0.1,521.8,1096.0,138.6,9.573143792152404
4,60,0.6,0.01,533.45,1205.6,137.5,8.401608872413636
4,60,0.6,0.05,482.2,1096.0,145.0,9.451859879493714
4,60,0.6,0.08,485.35,1179.0,154.4,9.851900792121887
4,60,0.6,0.1,489.15,1164.1,136.3,9.880721282958984
4,60,0.8,0.01,450.7,1179.0,143.7,8.84348258972168
4,60,0.8,0.05,476.0,1096.0,141.2,9.689568185806275
4,60,0.8,0.08,385.1,1164.1,151.8,9.921380972862243
4,60,0.8,0.1,508.95,1096.0,141.0,9.869533777236938
4,60,0.9,0.01,466.8,1137.5,141.8,8.39949209690094
4,60,0.9,0.05,510.55,1205.6,150.9,9.40078022480011
4,60,0.9,0.08,496.75,1137.5,144.2,9.961558747291566
4,60,0.9,0.1,429.8,1096.0,142.8,10.584621286392212
5,30,0.4,0.01,474.5,750.0,199.0,4.62731409072876
5,30,0.4,0.05,474.5,750.0,199.0,5.134556722640991
5,30,0.4,0.08,474.5,750.0,199.0,5.337281060218811
5,30,0.4,0.1,474.5,750.0,199.0,5.383229970932007
5,30,0.6,0.01,474.5,750.0,199.0,4.630173707008362
5,30,0.6,0.05,474.5,750.0,199.0,5.206190967559815
5,30,0.6,0.08,474.5,750.0,199.0,5.375026845932007
5,30,0.6,0.1,474.5,750.0,199.0,5.443677878379821
5,30,0.8,0.01,474.5,750.0,199.0,4.709125804901123
5,30,0.8,0.05,474.5,750.0,199.0,5.2247758388519285
5,30,0.8,0.08,474.5,750.0,199.0,5.409246277809143
5,30,0.8,0.1,474.5,750.0,199.0,5.470201587677002
5,30,0.9,0.01,474.5,750.0,199.0,4.651414585113526
5,30,0.9,0.05,474.5,750.0,199.0,5.223215913772583
5,30,0.9,0.08,474.5,750.0,199.0,5.433198428153991
5,30,0.9,0.1,474.5,750.0,199.0,5.498017144203186
5,40,0.4,0.01,474.5,750.0,199.0,6.093111205101013
5,40,0.4,0.05,474.5,750.0,199.0,6.877862977981567
5,40,0.4,0.08,474.5,750.0,199.0,7.084269309043885
5,40,0.4,0.1,474.5,750.0,199.0,7.179110813140869
5,40,0.6,0.01,474.5,750.0,199.0,6.114023590087891
5,40,0.6,0.05,474.5,750.0,199.0,6.956540322303772
5,40,0.6,0.08,474.5,750.0,199.0,7.149476528167725
5,40,0.6,0.1,474.5,750.0,199.0,7.242027020454406
5,40,0.8,0.01,474.5,750.0,199.0,6.169394516944886
5,40,0.8,0.05,474.5,750.0,199.0,7.014768266677857
5,40,0.8,0.08,474.5,750.0,199.0,7.2112038135528564
5,40,0.8,0.1,474.5,750.0,199.0,7.270415544509888
5,40,0.9,0.01,474.5,750.0,199.0,6.186784267425537
5,40,0.9,0.05,474.5,750.0,199.0,7.056377291679382
5,40,0.9,0.08,474.5,750.0,199.0,7.2068989992141725
5,40,0.9,0.1,474.5,750.0,199.0,7.311593222618103
5,50,0.4,0.01,474.5,750.0,199.0,7.67965784072876
5,50,0.4,0.05,474.5,750.0,199.0,8.54420576095581
5,50,0.4,0.08,474.5,750.0,199.0,8.818365907669067
5,50,0.4,0.1,474.5,750.0,199.0,8.922776579856873
5,50,0.6,0.01,474.5,750.0,199.0,7.665403032302857
5,50,0.6,0.05,474.5,750.0,199.0,8.616328120231628
5,50,0.6,0.08,474.5,750.0,199.0,8.914538717269897
5,50,0.6,0.1,474.5,750.0,199.0,9.03449034690857
5,50,0.8,0.01,474.5,750.0,199.0,7.704446148872376
5,50,0.8,0.05,474.5,750.0,199.0,8.733000326156617
5,50,0.8,0.08,474.5,750.0,199.0,8.943917942047118
5,50,0.8,0.1,474.5,750.0,199.0,9.072261810302734
5,50,0.9,0.01,474.5,750.0,199.0,7.753076505661011
5,50,0.9,0.05,474.5,750.0,199.0,8.701441097259522
5,50,0.9,0.08,474.5,750.0,199.0,8.968430399894714
5,50,0.9,0.1,474.5,750.0,199.0,9.106136250495911
5,60,0.4,0.01,474.5,750.0,199.0,9.177046084403992
5,60,0.4,0.05,474.5,750.0,199.0,10.191500401496887
5,60,0.4,0.08,474.5,750.0,199.0,10.545401620864869
5,60,0.4,0.1,474.5,750.0,199.0,10.686729884147644
5,60,0.6,0.01,474.5,750.0,199.0,9.15102002620697
5,60,0.6,0.05,474.5,750.0,199.0,10.32106285095215
5,60,0.6,0.08,474.5,750.0,199.0,10.706271314620972
5,60,0.6,0.1,474.5,750.0,199.0,10.79241373538971
5,60,0.8,0.01,474.5,750.0,199.0,9.203963947296142
5,60,0.8,0.05,474.5,750.0,199.0,10.502231216430664
5,60,0.8,0.08,474.5,750.0,199.0,10.758463549613953
5,60,0.8,0.1,474.5,750.0,199.0,10.887335515022277
